question	answer	contexts	ground_truth	rag_question	rag_label	kg_consistency	claim_entailment	response_entailment	latency	vram_usage	action	params	failure_label	num_retries	bandit_reward
Happiness in Slavery is a gospel song by Nine Inch Nails.	The provided context does not contain any information about the song 'Happiness in Slavery' by Nine Inch Nails.	"[""Rob Sheridan ( born October 11 , 1979 ) is an American graphic designer , director , and photographer best known for his extensive work with the band Nine Inch Nails .   Sheridan attended art school at New York 's Pratt Institute for one year before being hired at age 19 by Nine Inch Nails ' Trent Reznor in 1999 , on the merits of a Nine Inch Nails fansite he created during high school . He was initially hired to maintain the newly launched official Nine Inch Nails website .""
 ""Since then he has taken over as art director for the band , contributing photography , web design , album covers , music videos , live tour visuals , and two live concert films . He was also credited for assisting Trent Reznor with the mythology of the alternate reality game built around Nine Inch Nails ' 2007 album Year Zero .   Sheridan is widely known for his analog glitch art .""
 ""Although Illinois was a free state , the main issue discussed in all seven debates was slavery in the United States .   In agreeing to the official debates , Lincoln and Douglas decided to hold one debate in each of the nine congressional districts in Illinois . Because both had already spoken in two -- Springfield and Chicago -- within a day of each other , they decided that their `` joint appearances '' would be held only in the remaining seven districts .""]"	NOTENOUGHINFO	Is happiness in slavery by nine inch nails a gospel song?	NOTENOUGHINFO	MISSING	NEUTRAL	NEUTRAL	8.060546398162842	151.90185546875	1	{'retriever': 'bm25', 'topk': 5, 'reranker': True, 'prompt_edit': False, 'reindex': True}	NOTENOUGHINFO_FAILURE	2	{'total_reward': 0.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 1.0, 'consistency_reward': 0.0, 'latency_budget_reward': 0.0, 'vram_budget_reward': 1.0}
Happiness in Slavery is a gospel song by Nine Inch Nails.	The provided context does not contain any information about the song 'Happiness in Slavery' by Nine Inch Nails.	"[""Rob Sheridan ( born October 11 , 1979 ) is an American graphic designer , director , and photographer best known for his extensive work with the band Nine Inch Nails .   Sheridan attended art school at New York 's Pratt Institute for one year before being hired at age 19 by Nine Inch Nails ' Trent Reznor in 1999 , on the merits of a Nine Inch Nails fansite he created during high school . He was initially hired to maintain the newly launched official Nine Inch Nails website .""
 ""Since then he has taken over as art director for the band , contributing photography , web design , album covers , music videos , live tour visuals , and two live concert films . He was also credited for assisting Trent Reznor with the mythology of the alternate reality game built around Nine Inch Nails ' 2007 album Year Zero .   Sheridan is widely known for his analog glitch art .""
 ""Although Illinois was a free state , the main issue discussed in all seven debates was slavery in the United States .   In agreeing to the official debates , Lincoln and Douglas decided to hold one debate in each of the nine congressional districts in Illinois . Because both had already spoken in two -- Springfield and Chicago -- within a day of each other , they decided that their `` joint appearances '' would be held only in the remaining seven districts .""]"	NOTENOUGHINFO	Is happiness in slavery by nine inch nails a gospel song?	NOTENOUGHINFO	MISSING	NEUTRAL	NEUTRAL	4.60038423538208	89.69921875	2	{'retriever': 'bm25', 'topk': 10, 'reranker': True, 'prompt_edit': False, 'reindex': False}	NOTENOUGHINFO_FAILURE	3	{'total_reward': 1.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 1.0, 'consistency_reward': 0.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
Happiness in Slavery is a gospel song by Nine Inch Nails.	The provided context does not contain any information about the song 'Happiness in Slavery' by Nine Inch Nails.	"[""Rob Sheridan ( born October 11 , 1979 ) is an American graphic designer , director , and photographer best known for his extensive work with the band Nine Inch Nails .   Sheridan attended art school at New York 's Pratt Institute for one year before being hired at age 19 by Nine Inch Nails ' Trent Reznor in 1999 , on the merits of a Nine Inch Nails fansite he created during high school . He was initially hired to maintain the newly launched official Nine Inch Nails website .""
 ""Since then he has taken over as art director for the band , contributing photography , web design , album covers , music videos , live tour visuals , and two live concert films . He was also credited for assisting Trent Reznor with the mythology of the alternate reality game built around Nine Inch Nails ' 2007 album Year Zero .   Sheridan is widely known for his analog glitch art .""
 ""Although Illinois was a free state , the main issue discussed in all seven debates was slavery in the United States .   In agreeing to the official debates , Lincoln and Douglas decided to hold one debate in each of the nine congressional districts in Illinois . Because both had already spoken in two -- Springfield and Chicago -- within a day of each other , they decided that their `` joint appearances '' would be held only in the remaining seven districts .""]"	NOTENOUGHINFO	Is happiness in slavery by nine inch nails a gospel song?	NOTENOUGHINFO	MISSING	NEUTRAL	NEUTRAL	6.2433319091796875	89.69921875	3	{'retriever': 'bm25', 'topk': 10, 'reranker': True, 'prompt_edit': False, 'reindex': True}	NOTENOUGHINFO_FAILURE	4	{'total_reward': 1.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 1.0, 'consistency_reward': 0.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
Happiness in Slavery is a gospel song by Nine Inch Nails.	The provided context does not contain any information about the song 'Happiness in Slavery' by Nine Inch Nails.	"[""Rob Sheridan ( born October 11 , 1979 ) is an American graphic designer , director , and photographer best known for his extensive work with the band Nine Inch Nails .   Sheridan attended art school at New York 's Pratt Institute for one year before being hired at age 19 by Nine Inch Nails ' Trent Reznor in 1999 , on the merits of a Nine Inch Nails fansite he created during high school . He was initially hired to maintain the newly launched official Nine Inch Nails website .""
 ""Since then he has taken over as art director for the band , contributing photography , web design , album covers , music videos , live tour visuals , and two live concert films . He was also credited for assisting Trent Reznor with the mythology of the alternate reality game built around Nine Inch Nails ' 2007 album Year Zero .   Sheridan is widely known for his analog glitch art .""
 ""Although Illinois was a free state , the main issue discussed in all seven debates was slavery in the United States .   In agreeing to the official debates , Lincoln and Douglas decided to hold one debate in each of the nine congressional districts in Illinois . Because both had already spoken in two -- Springfield and Chicago -- within a day of each other , they decided that their `` joint appearances '' would be held only in the remaining seven districts .""]"	NOTENOUGHINFO	Is happiness in slavery by nine inch nails a gospel song?	NOTENOUGHINFO	MISSING	NEUTRAL	NEUTRAL	4.741856098175049	89.69921875	4	{'retriever': 'bm25', 'topk': 20, 'reranker': True, 'prompt_edit': False, 'reindex': False}	NOTENOUGHINFO_FAILURE	5	{'total_reward': 1.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 1.0, 'consistency_reward': 0.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
Andrew Kevin Walker is only Chinese.	The provided context does not contain any information about Andrew Kevin Walker's nationality.	"['Andrew Kevin Walker ( born August 14 , 1964 ) is an American BAFTA-nominated screenwriter . He is known for having written Seven ( 1995 ) , for which he earned a nomination for the BAFTA Award for Best Original Screenplay , as well as several other films , including 8mm ( 1999 ) , Sleepy Hollow ( 1999 ) and many uncredited script rewrites .'
 ""Horses in the subspecies caballus are domesticated , although some domesticated populations live in the wild as feral horses . These feral populations are not true wild horses , as this term is used to describe horses that have never been domesticated , such as the endangered Przewalski 's horse , a separate subspecies , and the only remaining true wild horse . There is an extensive , specialized vocabulary used to describe equine-related concepts , covering everything from anatomy to life stages , size , colors , markings , breeds , locomotion , and behavior .""
 'Peking University ( abbreviated PKU and colloquially known in Chinese as Běidà 北大 Chinese : 北京大学 , pinyin : Běijīng Dàxué ) , is a major Chinese research university located in Beijing and a member of the C9 League . It is the first modern national university established in China , founded as the Imperial University of Peking in 1898 as a replacement of the ancient Taixue or Guozijian , or Imperial Academy .'
 ""His flouting of hospital rules and procedures frequently leads him into conflict with his boss , hospital administrator and Dean of Medicine Dr. Lisa Cuddy ( Lisa Edelstein ) . House 's only true friend is Dr. James Wilson ( Robert Sean Leonard ) , head of the Department of Oncology . During the first three seasons , House 's diagnostic team consists of Dr. Robert Chase ( Jesse Spencer ) , Dr. Allison Cameron ( Jennifer Morrison ) , and Dr. Eric Foreman ( Omar Epps ) .""
 'The Korean-Chinese production team are holding open casting auditions for the female lead in advance of shooting , which is scheduled to commence in early 2017 .']"	REFUTES	Is it true that Andrew Kevin Walker is only Chinese?	NOTENOUGHINFO	MISSING	CONTRADICTION	CONTRADICTION	4.274233818054199	134.78515625	0	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': False, 'reindex': False}	WRONG_RESPONSE_FAILURE	0	{}
Andrew Kevin Walker is only Chinese.	The context does not provide any information about Andrew Kevin Walker's nationality.	"['Andrew Kevin Walker ( born August 14 , 1964 ) is an American BAFTA-nominated screenwriter . He is known for having written Seven ( 1995 ) , for which he earned a nomination for the BAFTA Award for Best Original Screenplay , as well as several other films , including 8mm ( 1999 ) , Sleepy Hollow ( 1999 ) and many uncredited script rewrites .'
 ""His flouting of hospital rules and procedures frequently leads him into conflict with his boss , hospital administrator and Dean of Medicine Dr. Lisa Cuddy ( Lisa Edelstein ) . House 's only true friend is Dr. James Wilson ( Robert Sean Leonard ) , head of the Department of Oncology . During the first three seasons , House 's diagnostic team consists of Dr. Robert Chase ( Jesse Spencer ) , Dr. Allison Cameron ( Jennifer Morrison ) , and Dr. Eric Foreman ( Omar Epps ) .""
 'The Korean-Chinese production team are holding open casting auditions for the female lead in advance of shooting , which is scheduled to commence in early 2017 .']"	REFUTES	Is it true that Andrew Kevin Walker is only Chinese?	NOTENOUGHINFO	MISSING	CONTRADICTION	CONTRADICTION	3.947019577026367	88.8935546875	5	{'retriever': 'bm25', 'topk': 5, 'reranker': True, 'prompt_edit': 'WR', 'reindex': False}	WRONG_RESPONSE_FAILURE	1	{'total_reward': 0.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 0.0, 'consistency_reward': 0.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
Andrew Kevin Walker is only Chinese.	The context does not provide any information about Andrew Kevin Walker's nationality.	"['Andrew Kevin Walker ( born August 14 , 1964 ) is an American BAFTA-nominated screenwriter . He is known for having written Seven ( 1995 ) , for which he earned a nomination for the BAFTA Award for Best Original Screenplay , as well as several other films , including 8mm ( 1999 ) , Sleepy Hollow ( 1999 ) and many uncredited script rewrites .'
 ""Horses in the subspecies caballus are domesticated , although some domesticated populations live in the wild as feral horses . These feral populations are not true wild horses , as this term is used to describe horses that have never been domesticated , such as the endangered Przewalski 's horse , a separate subspecies , and the only remaining true wild horse . There is an extensive , specialized vocabulary used to describe equine-related concepts , covering everything from anatomy to life stages , size , colors , markings , breeds , locomotion , and behavior .""
 'Peking University ( abbreviated PKU and colloquially known in Chinese as Běidà 北大 Chinese : 北京大学 , pinyin : Běijīng Dàxué ) , is a major Chinese research university located in Beijing and a member of the C9 League . It is the first modern national university established in China , founded as the Imperial University of Peking in 1898 as a replacement of the ancient Taixue or Guozijian , or Imperial Academy .'
 ""His flouting of hospital rules and procedures frequently leads him into conflict with his boss , hospital administrator and Dean of Medicine Dr. Lisa Cuddy ( Lisa Edelstein ) . House 's only true friend is Dr. James Wilson ( Robert Sean Leonard ) , head of the Department of Oncology . During the first three seasons , House 's diagnostic team consists of Dr. Robert Chase ( Jesse Spencer ) , Dr. Allison Cameron ( Jennifer Morrison ) , and Dr. Eric Foreman ( Omar Epps ) .""
 'The Korean-Chinese production team are holding open casting auditions for the female lead in advance of shooting , which is scheduled to commence in early 2017 .']"	REFUTES	Is it true that Andrew Kevin Walker is only Chinese?	NOTENOUGHINFO	MISSING	CONTRADICTION	CONTRADICTION	4.372025489807129	153.927734375	1	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': 'WP', 'reindex': False}	WRONG_RESPONSE_FAILURE	2	{'total_reward': 0.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 0.0, 'consistency_reward': 0.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
Andrew Kevin Walker is only Chinese.	The context does not provide any information about Andrew Kevin Walker's nationality.	"['Andrew Kevin Walker ( born August 14 , 1964 ) is an American BAFTA-nominated screenwriter . He is known for having written Seven ( 1995 ) , for which he earned a nomination for the BAFTA Award for Best Original Screenplay , as well as several other films , including 8mm ( 1999 ) , Sleepy Hollow ( 1999 ) and many uncredited script rewrites .'
 ""His flouting of hospital rules and procedures frequently leads him into conflict with his boss , hospital administrator and Dean of Medicine Dr. Lisa Cuddy ( Lisa Edelstein ) . House 's only true friend is Dr. James Wilson ( Robert Sean Leonard ) , head of the Department of Oncology . During the first three seasons , House 's diagnostic team consists of Dr. Robert Chase ( Jesse Spencer ) , Dr. Allison Cameron ( Jennifer Morrison ) , and Dr. Eric Foreman ( Omar Epps ) .""
 'The Korean-Chinese production team are holding open casting auditions for the female lead in advance of shooting , which is scheduled to commence in early 2017 .']"	REFUTES	Is it true that Andrew Kevin Walker is only Chinese?	NOTENOUGHINFO	MISSING	CONTRADICTION	CONTRADICTION	3.91204833984375	98.25390625	4	{'retriever': 'bm25', 'topk': 5, 'reranker': True, 'prompt_edit': 'WP', 'reindex': False}	WRONG_RESPONSE_FAILURE	3	{'total_reward': 0.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 0.0, 'consistency_reward': 0.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
Andrew Kevin Walker is only Chinese.	The context does not provide any information about Andrew Kevin Walker's nationality.	"['Andrew Kevin Walker ( born August 14 , 1964 ) is an American BAFTA-nominated screenwriter . He is known for having written Seven ( 1995 ) , for which he earned a nomination for the BAFTA Award for Best Original Screenplay , as well as several other films , including 8mm ( 1999 ) , Sleepy Hollow ( 1999 ) and many uncredited script rewrites .'
 ""His flouting of hospital rules and procedures frequently leads him into conflict with his boss , hospital administrator and Dean of Medicine Dr. Lisa Cuddy ( Lisa Edelstein ) . House 's only true friend is Dr. James Wilson ( Robert Sean Leonard ) , head of the Department of Oncology . During the first three seasons , House 's diagnostic team consists of Dr. Robert Chase ( Jesse Spencer ) , Dr. Allison Cameron ( Jennifer Morrison ) , and Dr. Eric Foreman ( Omar Epps ) .""
 'The Korean-Chinese production team are holding open casting auditions for the female lead in advance of shooting , which is scheduled to commence in early 2017 .']"	REFUTES	Is it true that Andrew Kevin Walker is only Chinese?	NOTENOUGHINFO	MISSING	CONTRADICTION	CONTRADICTION	4.020124912261963	98.25390625	4	{'retriever': 'bm25', 'topk': 5, 'reranker': True, 'prompt_edit': 'WP', 'reindex': False}	WRONG_RESPONSE_FAILURE	4	{'total_reward': 0.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 0.0, 'consistency_reward': 0.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
Andrew Kevin Walker is only Chinese.	The provided context does not contain any information about Andrew Kevin Walker's nationality.	"['Andrew Kevin Walker ( born August 14 , 1964 ) is an American BAFTA-nominated screenwriter . He is known for having written Seven ( 1995 ) , for which he earned a nomination for the BAFTA Award for Best Original Screenplay , as well as several other films , including 8mm ( 1999 ) , Sleepy Hollow ( 1999 ) and many uncredited script rewrites .'
 ""Horses in the subspecies caballus are domesticated , although some domesticated populations live in the wild as feral horses . These feral populations are not true wild horses , as this term is used to describe horses that have never been domesticated , such as the endangered Przewalski 's horse , a separate subspecies , and the only remaining true wild horse . There is an extensive , specialized vocabulary used to describe equine-related concepts , covering everything from anatomy to life stages , size , colors , markings , breeds , locomotion , and behavior .""
 'Peking University ( abbreviated PKU and colloquially known in Chinese as Běidà 北大 Chinese : 北京大学 , pinyin : Běijīng Dàxué ) , is a major Chinese research university located in Beijing and a member of the C9 League . It is the first modern national university established in China , founded as the Imperial University of Peking in 1898 as a replacement of the ancient Taixue or Guozijian , or Imperial Academy .'
 ""His flouting of hospital rules and procedures frequently leads him into conflict with his boss , hospital administrator and Dean of Medicine Dr. Lisa Cuddy ( Lisa Edelstein ) . House 's only true friend is Dr. James Wilson ( Robert Sean Leonard ) , head of the Department of Oncology . During the first three seasons , House 's diagnostic team consists of Dr. Robert Chase ( Jesse Spencer ) , Dr. Allison Cameron ( Jennifer Morrison ) , and Dr. Eric Foreman ( Omar Epps ) .""
 'The Korean-Chinese production team are holding open casting auditions for the female lead in advance of shooting , which is scheduled to commence in early 2017 .']"	REFUTES	Is it true that Andrew Kevin Walker is only Chinese?	NOTENOUGHINFO	MISSING	CONTRADICTION	CONTRADICTION	4.293857097625732	134.78515625	0	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': False, 'reindex': False}	WRONG_RESPONSE_FAILURE	5	{'total_reward': 0.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 0.0, 'consistency_reward': 0.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
Shooter is about an expert marksman who tries to stop the assassination of the president.	The provided context does not contain any information about Shooter being a movie about an expert marksman trying to prevent the assassination of the president.	"[""The highlight of Burr 's tenure as president of the Senate , one of his few official duties as vice president , was the Senate 's first impeachment trial , that of Supreme Court justice Samuel Chase . In 1804 , the last full year of his single term as vice president , Burr killed his political rival Alexander Hamilton in a famous duel . Burr was never tried for the illegal duel , and all charges against him were eventually dropped , but Hamilton 's death ended Burr 's political career .   After leaving Washington , Burr traveled west seeking new opportunities , both economic and political .""
 'The film is about Cataleya ( Amandla Stenberg ) , a nine-year-old girl in Colombia whose family is killed by drug lord named Don Luis Sandoval ( Beto Benites ) . Fifteen years later , a 24-year-old Cataleya ( Zoe Saldana ) has become an accomplished assassin . Even though Don Luis is now in the witness protection program in the U.S.'
 ""AMGTV is an American family-oriented television network featuring television programming consisting of drama , sports , movies , entertainment , how-to , hunting and fishing , children 's shows , and other features . The network is owned by the American company Access Media Group .   AMGTV provides programming to television stations in the United States , and is a competitor of Youtoo America and similar networks . AMGTV also syndicates several movie packages and music specials to stations outside their affiliate base .   The president of AMGTV is Terry Elaqua .""
 ""Since his retirement , Johnson has been an advocate for HIV/AIDS prevention and safe sex , as well as an entrepreneur , philanthropist , broadcaster and motivational speaker . His public announcement of his HIV-positive status in 1991 helped dispel the stereotype , still widely held at the time , that HIV was a `` gay disease '' that heterosexuals need not worry about ; his bravery in making this announcement was widely commended .""
 'Caroline Bouvier Kennedy ( born November 27 , 1957 ) is an American author , attorney , and diplomat who served as the United States Ambassador to Japan from 2013 to 2017 . She is a prominent member of the Kennedy family and the only surviving child of President John F. Kennedy and First Lady Jacqueline Bouvier Kennedy .   Caroline Kennedy was just short of her sixth birthday when her father was assassinated on November 22 , 1963 .']"	NOTENOUGHINFO	Is it true that Shooter is a movie about an expert marksman trying to prevent the assassination of the president?	NOTENOUGHINFO	MISSING	CONTRADICTION	ENTAILMENT	5.644742012023926	147.271484375	0	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': False, 'reindex': False}	NO_FAILURE	0	{}
House is a sitcom.	The context states that House is a sitcom, specifically mentioning that it's an American television medical drama.	"[""His flouting of hospital rules and procedures frequently leads him into conflict with his boss , hospital administrator and Dean of Medicine Dr. Lisa Cuddy ( Lisa Edelstein ) . House 's only true friend is Dr. James Wilson ( Robert Sean Leonard ) , head of the Department of Oncology . During the first three seasons , House 's diagnostic team consists of Dr. Robert Chase ( Jesse Spencer ) , Dr. Allison Cameron ( Jennifer Morrison ) , and Dr. Eric Foreman ( Omar Epps ) .""
 ""Horses in the subspecies caballus are domesticated , although some domesticated populations live in the wild as feral horses . These feral populations are not true wild horses , as this term is used to describe horses that have never been domesticated , such as the endangered Przewalski 's horse , a separate subspecies , and the only remaining true wild horse . There is an extensive , specialized vocabulary used to describe equine-related concepts , covering everything from anatomy to life stages , size , colors , markings , breeds , locomotion , and behavior .""
 ""He has also been part of an ensemble cast of two long-running sitcoms : Just Shoot Me ! ( 1997 -- 2003 ) and Rules of Engagement ( 2007 -- 2013 ) . He also starred as C. J. Barnes in the sitcom 8 Simple Rules ( 2004 -- 2005 ) . In animation , he voiced Kuzco in the 2000 film The Emperor 's New Groove and its direct-to-video sequel , Kronk 's New Groove .""
 ""House ( also called House , M.D. ) is an American television medical drama that originally ran on the Fox network for eight seasons , from November 16 , 2004 to May 21 , 2012 . The series ' main character is Dr. Gregory House ( Hugh Laurie ) , an unconventional , misanthropic medical genius who , despite his dependence on pain medication , leads a team of diagnosticians at the fictional Princeton -- Plainsboro Teaching Hospital ( PPTH ) in New Jersey .""
 ""Jessica Adams ( Odette Annable ) and Dr. Chi Park ( Charlyne Yi ) join House 's team .   House was among the top 10 series in the United States from its second through fourth seasons . Distributed to 66 countries , House was the most-watched television program in the world in 2008 . The show received numerous awards , including five Primetime Emmy Awards , two Golden Globe Awards , a Peabody Award , and nine People 's Choice Awards .""]"	NOTENOUGHINFO	Is it true that a house is a sitcom?	SUPPORTS	MISSING	CONTRADICTION	CONTRADICTION	4.6221604347229	158.4111328125	0	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': False, 'reindex': False}	WRONG_RESPONSE_FAILURE	0	{}
House is a sitcom.	A house is not a sitcom.	"[""His flouting of hospital rules and procedures frequently leads him into conflict with his boss , hospital administrator and Dean of Medicine Dr. Lisa Cuddy ( Lisa Edelstein ) . House 's only true friend is Dr. James Wilson ( Robert Sean Leonard ) , head of the Department of Oncology . During the first three seasons , House 's diagnostic team consists of Dr. Robert Chase ( Jesse Spencer ) , Dr. Allison Cameron ( Jennifer Morrison ) , and Dr. Eric Foreman ( Omar Epps ) .""
 ""Horses in the subspecies caballus are domesticated , although some domesticated populations live in the wild as feral horses . These feral populations are not true wild horses , as this term is used to describe horses that have never been domesticated , such as the endangered Przewalski 's horse , a separate subspecies , and the only remaining true wild horse . There is an extensive , specialized vocabulary used to describe equine-related concepts , covering everything from anatomy to life stages , size , colors , markings , breeds , locomotion , and behavior .""
 ""He has also been part of an ensemble cast of two long-running sitcoms : Just Shoot Me ! ( 1997 -- 2003 ) and Rules of Engagement ( 2007 -- 2013 ) . He also starred as C. J. Barnes in the sitcom 8 Simple Rules ( 2004 -- 2005 ) . In animation , he voiced Kuzco in the 2000 film The Emperor 's New Groove and its direct-to-video sequel , Kronk 's New Groove .""
 ""House ( also called House , M.D. ) is an American television medical drama that originally ran on the Fox network for eight seasons , from November 16 , 2004 to May 21 , 2012 . The series ' main character is Dr. Gregory House ( Hugh Laurie ) , an unconventional , misanthropic medical genius who , despite his dependence on pain medication , leads a team of diagnosticians at the fictional Princeton -- Plainsboro Teaching Hospital ( PPTH ) in New Jersey .""
 ""Jessica Adams ( Odette Annable ) and Dr. Chi Park ( Charlyne Yi ) join House 's team .   House was among the top 10 series in the United States from its second through fourth seasons . Distributed to 66 countries , House was the most-watched television program in the world in 2008 . The show received numerous awards , including five Primetime Emmy Awards , two Golden Globe Awards , a Peabody Award , and nine People 's Choice Awards .""]"	NOTENOUGHINFO	Is it true that a house is a sitcom?	REFUTES	MISSING	CONTRADICTION	ENTAILMENT	3.6677823066711426	177.98779296875	1	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': 'WP', 'reindex': False}	NO_FAILURE	1	{'total_reward': 1.0, 'failure_reward': 1.0, 'faithfulness_reward': 0.0, 'prediction_reward': 0.0, 'consistency_reward': 0.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
The Cretaceous ended.	The provided context does not contain any information about the end of the Cretaceous period.	"['The Cretaceous ( [ pronkrᵻˈteɪʃəs ] , ) is a geologic period and system that spans 79 million years from the end of the Jurassic Period million years ago ( Mya ) to the beginning of the Paleogene Period Mya . It is the last period of the Mesozoic Era . The Cretaceous Period is usually abbreviated K , for its German translation Kreide ( chalk ) .'
 'The Cretaceous was a period with a relatively warm climate , resulting in high eustatic sea levels that created numerous shallow inland seas . These oceans and seas were populated with now-extinct marine reptiles , ammonites and rudists , while dinosaurs continued to dominate on land . During this time , new groups of mammals and birds , as well as flowering plants , appeared . The Cretaceous ended with a large mass extinction , the Cretaceous -- Paleogene extinction event , in which many groups , including non-avian dinosaurs , pterosaurs and large marine reptiles died out .'
 'The end of the Cretaceous is defined by the abrupt Cretaceous -- Paleogene boundary ( K -- Pg boundary ) , a geologic signature associated with the mass extinction which lies between the Mesozoic and Cenozoic eras .'
 'Non-locking forceps also come in two basic forms : hinged at one end , away from the grasping end ( colloquially such forceps are called tweezers ) and hinged in the middle , rather like scissors . Locking forceps are almost always hinged in the middle , though some forms place the hinge very close to the grasping end . Locking forceps use various means to lock the grasping surfaces in a closed position to facilitate manipulation or to independently clamp , grasp or hold an object .'
 'He began his professional career in 1953 , working in the studio of Joe Simon and Jack Kirby , beginning as an inker and coming under the influence of artist Mort Meskin . During this time , he then began his long association with Charlton Comics , where he did work in the genres of science fiction , horror , and mystery . He also co-created the superhero Captain Atom in 1960 .   During the 1950s , Ditko also drew for Atlas Comics , a forerunner of Marvel Comics . He went on to contribute much significant work to Marvel .']"	SUPPORTS	Did the Cretaceous period come to an end?	NOTENOUGHINFO	CONSISTENT	ENTAILMENT	CONTRADICTION	4.445279836654663	138.9580078125	0	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': False, 'reindex': False}	WRONG_RESPONSE_FAILURE	0	{}
The Cretaceous ended.	The Cretaceous period came to an end with the mass extinction known as the Cretaceous-Paleogene extinction event.	"['The Cretaceous ( [ pronkrᵻˈteɪʃəs ] , ) is a geologic period and system that spans 79 million years from the end of the Jurassic Period million years ago ( Mya ) to the beginning of the Paleogene Period Mya . It is the last period of the Mesozoic Era . The Cretaceous Period is usually abbreviated K , for its German translation Kreide ( chalk ) .'
 'The end of the Cretaceous is defined by the abrupt Cretaceous -- Paleogene boundary ( K -- Pg boundary ) , a geologic signature associated with the mass extinction which lies between the Mesozoic and Cenozoic eras .'
 'The Cretaceous was a period with a relatively warm climate , resulting in high eustatic sea levels that created numerous shallow inland seas . These oceans and seas were populated with now-extinct marine reptiles , ammonites and rudists , while dinosaurs continued to dominate on land . During this time , new groups of mammals and birds , as well as flowering plants , appeared . The Cretaceous ended with a large mass extinction , the Cretaceous -- Paleogene extinction event , in which many groups , including non-avian dinosaurs , pterosaurs and large marine reptiles died out .']"	SUPPORTS	Did the Cretaceous period come to an end?	SUPPORTS	MISSING	ENTAILMENT	NEUTRAL	4.471224069595337	84.76611328125	3	{'retriever': 'bm25', 'topk': 5, 'reranker': True, 'prompt_edit': False, 'reindex': False}	WRONG_RESPONSE_FAILURE	1	{'total_reward': 1.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 1.0, 'consistency_reward': 0.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
